SIMPLE, 1, 450_0_0, 0, 29278803541, , , , , , , , , , 0, , 0, 0, 450000000, 1764704, 2
SIMPLE, 1, 50_0_0, 450000000, 3297307647, , , , , , , , , , 0, , 0, 0, 50000000, 196079, 0
SIMPLE, 1, 450_1_100, 0, 35873672265, , , , , , , , , , 0, , 0, 0, 450000000, 1751108, 2
SIMPLE, 1, 50_1_100, 450000000, 4154995126, , , , , , , , , , 0, , 0, 0, 50000000, 193029, 0
SIMPLE, 1, 450_5_100, 0, 43741952105, , , , , , , , , , 0, , 0, 0, 450000000, 1697620, 2
SIMPLE, 1, 50_5_100, 450000000, 5288734064, , , , , , , , , , 0, , 0, 0, 50000000, 183613, 0
SIMPLE, 1, 450_25_100, 0, 83738030806, , , , , , , , , , 0, , 0, 0, 450000000, 1487770, 2
SIMPLE, 1, 50_25_100, 450000000, 10226479621, , , , , , , , , , 0, , 0, 0, 50000000, 152762, 0
SIMPLE, 1, 450_100_100, 0, 195191582529, , , , , , , , , , 0, , 0, 0, 450000000, 1297413, 2
SIMPLE, 1, 50_100_100, 450000000, 23340805745, , , , , , , , , , 0, , 0, 0, 50000000, 115614, 0
SIMPLE, 2, 450_0_0, 0, 28978394429, , , , , , , , , , 0, , 0, 0, 450000000, 3525775, 2
SIMPLE, 2, 50_0_0, 450000000, 3265930321, , , , , , , , , , 0, , 0, 0, 50000000, 391856, 0
SIMPLE, 2, 450_1_100, 0, 38997941752, , , , , , , , , , 0, , 0, 0, 450000000, 3398334, 2
SIMPLE, 2, 50_1_100, 450000000, 4401751151, , , , , , , , , , 0, , 0, 0, 50000000, 372769, 0
SIMPLE, 2, 450_5_100, 0, 41406183225, , , , , , , , , , 0, , 0, 0, 450000000, 3010146, 2
SIMPLE, 2, 50_5_100, 450000000, 4786748546, , , , , , , , , , 0, , 0, 0, 50000000, 320933, 0
SIMPLE, 2, 450_25_100, 0, 58278663769, , , , , , , , , , 0, , 0, 0, 450000000, 1970216, 2
SIMPLE, 2, 50_25_100, 450000000, 6905136279, , , , , , , , , , 0, , 0, 0, 50000000, 203279, 0
SIMPLE, 2, 450_100_100, 0, 117136007230, , , , , , , , , , 0, , 0, 0, 450000000, 1324654, 2
SIMPLE, 2, 50_100_100, 450000000, 13913576747, , , , , , , , , , 0, , 0, 0, 50000000, 117988, 0
SIMPLE, 4, 450_0_0, 0, 127339663884, , , , , , , , , , 0, , 0, 0, 450000000, 7028803, 2
SIMPLE, 4, 50_0_0, 450000000, 14552593327, , , , , , , , , , 0, , 0, 0, 50000000, 780754, 0
SIMPLE, 4, 450_1_100, 0, 115077923292, , , , , , , , , , 0, , 0, 0, 450000000, 6925286, 2
SIMPLE, 4, 50_1_100, 450000000, 13123818139, , , , , , , , , , 0, , 0, 0, 50000000, 764248, 0
SIMPLE, 4, 450_5_100, 0, 119297649924, , , , , , , , , , 0, , 0, 0, 450000000, 6430484, 2
SIMPLE, 4, 50_5_100, 450000000, 14365166967, , , , , , , , , , 0, , 0, 0, 50000000, 702679, 0
SIMPLE, 4, 450_25_100, 0, 122625192401, , , , , , , , , , 0, , 0, 0, 450000000, 4484664, 2
SIMPLE, 4, 50_25_100, 450000000, 14564792046, , , , , , , , , , 0, , 0, 0, 50000000, 475970, 0
SIMPLE, 4, 450_100_100, 0, 91258687353, , , , , , , , , , 0, , 0, 0, 450000000, 1578475, 2
SIMPLE, 4, 50_100_100, 450000000, 10333826873, , , , , , , , , , 0, , 0, 0, 50000000, 144343, 0
SIMPLE, 8, 450_0_0, 0, 167426693556, , , , , , , , , , 0, , 0, 0, 450000000, 14101677, 2
SIMPLE, 8, 50_0_0, 450000000, 18702763662, , , , , , , , , , 0, , 0, 0, 50000000, 1567001, 0
SIMPLE, 8, 450_1_100, 0, 176909897338, , , , , , , , , , 0, , 0, 0, 450000000, 13880474, 2
SIMPLE, 8, 50_1_100, 450000000, 20126330788, , , , , , , , , , 0, , 0, 0, 50000000, 1534148, 0
SIMPLE, 8, 450_5_100, 0, 204672447618, , , , , , , , , , 0, , 0, 0, 450000000, 13131968, 2
SIMPLE, 8, 50_5_100, 450000000, 23144002777, , , , , , , , , , 0, , 0, 0, 50000000, 1440150, 0
SIMPLE, 8, 450_25_100, 0, 171229859104, , , , , , , , , , 0, , 0, 0, 450000000, 9682098, 2
SIMPLE, 8, 50_25_100, 450000000, 20195976295, , , , , , , , , , 0, , 0, 0, 50000000, 1039264, 0
SIMPLE, 8, 450_100_100, 0, 94104904140, , , , , , , , , , 0, , 0, 0, 450000000, 2639541, 2
SIMPLE, 8, 50_100_100, 450000000, 10378405767, , , , , , , , , , 0, , 0, 0, 50000000, 225001, 0
SIMPLE, 16, 450_0_0, 0, 270283586251, , , , , , , , , , 0, , 0, 0, 450000000, 28182245, 2
SIMPLE, 16, 50_0_0, 450000000, 30188681448, , , , , , , , , , 0, , 0, 0, 50000000, 3131317, 0
SIMPLE, 16, 450_1_100, 0, 285273389559, , , , , , , , , , 0, , 0, 0, 450000000, 27661212, 2
SIMPLE, 16, 50_1_100, 450000000, 32172285769, , , , , , , , , , 0, , 0, 0, 50000000, 3054174, 0
SIMPLE, 16, 450_5_100, 0, 286996556981, , , , , , , , , , 0, , 0, 0, 450000000, 26273625, 2
SIMPLE, 16, 50_5_100, 450000000, 32027869849, , , , , , , , , , 0, , 0, 0, 50000000, 2881412, 0
SIMPLE, 16, 450_25_100, 0, 289632271093, , , , , , , , , , 0, , 0, 0, 450000000, 20207144, 2
SIMPLE, 16, 50_25_100, 450000000, 32278951793, , , , , , , , , , 0, , 0, 0, 50000000, 2163644, 0
SIMPLE, 16, 450_100_100, 0, 116490992966, , , , , , , , , , 0, , 0, 0, 450000000, 5837211, 2
SIMPLE, 16, 50_100_100, 450000000, 12748738482, , , , , , , , , , 0, , 0, 0, 50000000, 470198, 0
SIMPLE, 32, 450_0_0, 0, 333662058427, , , , , , , , , , 0, , 0, 0, 450000000, 36231776, 2
SIMPLE, 32, 50_0_0, 450000000, 36887774108, , , , , , , , , , 0, , 0, 0, 50000000, 4038152, 0
SIMPLE, 32, 450_1_100, 0, 358353534304, , , , , , , , , , 0, , 0, 0, 450000000, 38657246, 2
SIMPLE, 32, 50_1_100, 450000000, 39863807475, , , , , , , , , , 0, , 0, 0, 50000000, 4311671, 0
SIMPLE, 32, 450_5_100, 0, 352445553239, , , , , , , , , , 0, , 0, 0, 450000000, 35686776, 2
SIMPLE, 32, 50_5_100, 450000000, 39798026388, , , , , , , , , , 0, , 0, 0, 50000000, 4012164, 0
SIMPLE, 32, 450_25_100, 0, 330588971433, , , , , , , , , , 0, , 0, 0, 450000000, 30182466, 2
SIMPLE, 32, 50_25_100, 450000000, 37856516024, , , , , , , , , , 0, , 0, 0, 50000000, 3421990, 0
SIMPLE, 32, 450_100_100, 0, 153935388446, , , , , , , , , , 0, , 0, 0, 450000000, 8751019, 2
SIMPLE, 32, 50_100_100, 450000000, 17178166906, , , , , , , , , , 0, , 0, 0, 50000000, 711883, 0
SIMPLE, 48, 450_0_0, 0, 385933666477, , , , , , , , , , 0, , 0, 0, 450000000, 34209056, 2
SIMPLE, 48, 50_0_0, 450000000, 42328273896, , , , , , , , , , 0, , 0, 0, 50000000, 3780133, 0
SIMPLE, 48, 450_1_100, 0, 409503434447, , , , , , , , , , 0, , 0, 0, 450000000, 37768562, 2
SIMPLE, 48, 50_1_100, 450000000, 45303973022, , , , , , , , , , 0, , 0, 0, 50000000, 4192550, 0
SIMPLE, 48, 450_5_100, 0, 408233136408, , , , , , , , , , 0, , 0, 0, 450000000, 37175905, 2
SIMPLE, 48, 50_5_100, 450000000, 45573563702, , , , , , , , , , 0, , 0, 0, 50000000, 4154614, 0
SIMPLE, 48, 450_25_100, 0, 424167971552, , , , , , , , , , 0, , 0, 0, 450000000, 31211974, 2
SIMPLE, 48, 50_25_100, 450000000, 47352633829, , , , , , , , , , 0, , 0, 0, 50000000, 3554861, 0
SIMPLE, 48, 450_100_100, 0, 211685201353, , , , , , , , , , 0, , 0, 0, 450000000, 8452874, 2
SIMPLE, 48, 50_100_100, 450000000, 22078214272, , , , , , , , , , 0, , 0, 0, 50000000, 705971, 0
SIMPLE, 1, 500_0_0, 0, 34337657644, , , , , , , , , , , 0, 0, 0, 500000000, 1960783, 2
SIMPLE, 1, 5_0_0, 500000000, 321766946, , , , , , , , , , , 0, 0, 0, 5000000, 19608, 0
SIMPLE, 1, 500_1_100, 0, 40311118152, , , , , , , , , , , 0, 0, 0, 500000000, 1944137, 2
SIMPLE, 1, 5_1_100, 500000000, 383021064, , , , , , , , , , , 0, 0, 0, 5000000, 19430, 0
