QUIT, 1, 450_0_0, 0, 17595109758, , , , , , , , , , , 0, 449100000, 900000, 0, 900000, 2
QUIT, 1, 50_0_0, 450000000, 1946853764, , , , , , , , , , , 0, 49900000, 100000, 0, 100000, 0
QUIT, 1, 450_1_100, 0, 24115765130, , , , , , , , , , , 0, 443767017, 1188607, 5044376, 1195890, 2
QUIT, 1, 50_1_100, 450000000, 2886962917, , , , , , , , , , , 0, 49208371, 133283, 658346, 133448, 0
QUIT, 1, 450_5_100, 0, 34845397653, , , , , , , , , , , 0, 413479417, 1146891, 35373692, 1234878, 2
QUIT, 1, 50_5_100, 450000000, 4246021026, , , , , , , , , , , 0, 43960629, 141914, 5897457, 164283, 0
QUIT, 1, 450_25_100, 0, 79731475620, , , , , , , , , , , 0, 322458747, 1066348, 126474905, 1423096, 2
QUIT, 1, 50_25_100, 450000000, 9784010714, , , , , , , , , , , 0, 35221816, 119366, 14658818, 144378, 0
QUIT, 1, 450_100_100, 0, 195485033334, , , , , , , , , , , 0, 119500899, 424551, 330074550, 1340576, 2
QUIT, 1, 50_100_100, 450000000, 23528012838, , , , , , , , , , , 0, 12571725, 36159, 37392116, 155042, 0
QUIT, 2, 450_0_0, 0, 28858321354, , , , , , , , , , , 0, 448370299, 898507, 731194, 898507, 2
QUIT, 2, 50_0_0, 450000000, 3220244767, , , , , , , , , , , 0, 49819641, 99836, 80523, 99836, 0
QUIT, 2, 450_1_100, 0, 35090159486, , , , , , , , , , , 0, 442771127, 1185838, 6043035, 1193190, 2
QUIT, 2, 50_1_100, 450000000, 4058563793, , , , , , , , , , , 0, 49090337, 132971, 776692, 133160, 0
QUIT, 2, 450_5_100, 0, 48717526728, , , , , , , , , , , 0, 412215602, 1143434, 36640964, 1235957, 2
QUIT, 2, 50_5_100, 450000000, 5938602568, , , , , , , , , , , 0, 43762875, 141875, 6095250, 165141, 0
QUIT, 2, 450_25_100, 0, 95651092340, , , , , , , , , , , 0, 321282984, 1064339, 127652677, 1422634, 2
QUIT, 2, 50_25_100, 450000000, 11633957776, , , , , , , , , , , 0, 35062553, 118936, 14818511, 144261, 0
QUIT, 2, 450_100_100, 0, 216925427129, , , , , , , , , , , 0, 119229660, 424307, 330346033, 1341306, 2
QUIT, 2, 50_100_100, 450000000, 25893288824, , , , , , , , , , , 0, 12531325, 37043, 37431632, 157063, 0
QUIT, 4, 450_0_0, 0, 136842603144, , , , , , , , , , , 0, 447398101, 896341, 1705558, 896341, 2
QUIT, 4, 50_0_0, 450000000, 15075865529, , , , , , , , , , , 0, 49712924, 99596, 187480, 99596, 0
QUIT, 4, 450_1_100, 0, 171360355068, , , , , , , , , , , 0, 442568343, 1185793, 6245864, 1193433, 2
QUIT, 4, 50_1_100, 450000000, 19214779822, , , , , , , , , , , 0, 49013434, 132580, 853986, 132815, 0
QUIT, 4, 450_5_100, 0, 251130479577, , , , , , , , , , , 0, 411127512, 1146008, 37726480, 1236414, 2
QUIT, 4, 50_5_100, 450000000, 28321431150, , , , , , , , , , , 0, 43420797, 141926, 6437277, 164853, 0
QUIT, 4, 450_25_100, 0, 285520223706, , , , , , , , , , , 0, 319368733, 1064599, 129566668, 1417716, 2
QUIT, 4, 50_25_100, 450000000, 32843269691, , , , , , , , , , , 0, 34883759, 121887, 14994354, 154070, 0
QUIT, 4, 450_100_100, 0, 333081049956, , , , , , , , , , , 0, 118924156, 423143, 330652701, 1340010, 2
QUIT, 4, 50_100_100, 450000000, 38871971855, , , , , , , , , , , 0, 12450737, 36946, 37512317, 155957, 0
QUIT, 8, 450_0_0, 0, 188942908431, , , , , , , , , , , 0, 444548535, 890555, 4560910, 890555, 2
QUIT, 8, 50_0_0, 450000000, 20992207143, , , , , , , , , , , 0, 49394990, 98951, 506059, 98951, 0
QUIT, 8, 450_1_100, 0, 325242378802, , , , , , , , , , , 0, 441716312, 1184945, 7098743, 1192692, 2
QUIT, 8, 50_1_100, 450000000, 36705833954, , , , , , , , , , , 0, 48885232, 133023, 981745, 133488, 0
QUIT, 8, 450_5_100, 0, 280484602988, , , , , , , , , , , 0, 407419510, 1141531, 41438959, 1238898, 2
QUIT, 8, 50_5_100, 450000000, 31206006084, , , , , , , , , , , 0, 42658739, 141734, 7199527, 165696, 0
QUIT, 8, 450_25_100, 0, 299756311732, , , , , , , , , , , 0, 315123637, 1061018, 133815345, 1423004, 2
QUIT, 8, 50_25_100, 450000000, 34553246271, , , , , , , , , , , 0, 34208555, 118580, 15672865, 144459, 0
QUIT, 8, 450_100_100, 0, 427444887261, , , , , , , , , , , 0, 118243249, 421879, 331334872, 1340103, 2
QUIT, 8, 50_100_100, 450000000, 48862216852, , , , , , , , , , , 0, 12325892, 36025, 37638083, 155412, 0
QUIT, 16, 450_0_0, 0, 205744524786, , , , , , , , , , , 0, 438551626, 878421, 10569953, 1584652, 2
QUIT, 16, 50_0_0, 450000000, 22877301543, , , , , , , , , , , 0, 48728794, 97604, 1173602, 175937, 0
QUIT, 16, 450_1_100, 0, 316183170830, , , , , , , , , , , 0, 437169222, 1170774, 11660004, 1181853, 2
QUIT, 16, 50_1_100, 450000000, 35623168951, , , , , , , , , , , 0, 48273590, 130775, 1595635, 132257, 0
QUIT, 16, 450_5_100, 0, 270647035088, , , , , , , , , , , 0, 393588591, 1119885, 55291524, 1268938, 2
QUIT, 16, 50_5_100, 450000000, 30002284723, , , , , , , , , , , 0, 40357881, 140488, 9501631, 167628, 0
QUIT, 16, 450_25_100, 0, 397830004714, , , , , , , , , , , 0, 305554344, 1054144, 143391512, 1422469, 2
QUIT, 16, 50_25_100, 450000000, 44952907227, , , , , , , , , , , 0, 32896156, 117488, 16986356, 143776, 0
QUIT, 16, 450_100_100, 0, 404165459742, , , , , , , , , , , 0, 116752065, 416127, 332831808, 1342999, 2
QUIT, 16, 50_100_100, 450000000, 46805173255, , , , , , , , , , , 0, 12004422, 35114, 37960464, 155334, 0
QUIT, 32, 450_0_0, 0, 408776619560, , , , , , , , , , , 0, 436155254, 872719, 12972027, 1710155, 2
QUIT, 32, 50_0_0, 450000000, 45288319411, , , , , , , , , , , 0, 48452301, 96951, 1450748, 190268, 0
QUIT, 32, 450_1_100, 0, 497872630376, , , , , , , , , , , 0, 424665506, 1137719, 24196775, 1213294, 2
QUIT, 32, 50_1_100, 450000000, 55464643821, , , , , , , , , , , 0, 46736648, 127002, 3136350, 138376, 0
QUIT, 32, 450_5_100, 0, 395750831021, , , , , , , , , , , 0, 384134830, 1098467, 64766703, 1288867, 2
QUIT, 32, 50_5_100, 450000000, 44101737220, , , , , , , , , , , 0, 39049001, 139103, 10811896, 172150, 0
QUIT, 32, 450_25_100, 0, 536312951362, , , , , , , , , , , 0, 292526396, 1037250, 156436354, 1417703, 2
QUIT, 32, 50_25_100, 450000000, 60272669890, , , , , , , , , , , 0, 31105051, 115180, 18779769, 144133, 0
QUIT, 32, 450_100_100, 0, 614699733605, , , , , , , , , , , 0, 113561794, 412859, 336025347, 1348808, 2
QUIT, 32, 50_100_100, 450000000, 70226601922, , , , , , , , , , , 0, 11458484, 34020, 38507496, 155669, 0
QUIT, 48, 450_0_0, 0, 589138186749, , , , , , , , , , , 0, 424137973, 848622, 25013405, 1697182, 2
QUIT, 48, 50_0_0, 450000000, 65324784757, , , , , , , , , , , 0, 47120820, 94281, 2784899, 188556, 0
QUIT, 48, 450_1_100, 0, 424029653493, , , , , , , , , , , 0, 411547237, 1102300, 37350463, 1231760, 2
QUIT, 48, 50_1_100, 450000000, 47311191991, , , , , , , , , , , 0, 45362050, 123113, 4514837, 140552, 0
QUIT, 48, 450_5_100, 0, 437526242832, , , , , , , , , , , 0, 372925798, 1075530, 75998672, 1347805, 2
QUIT, 48, 50_5_100, 450000000, 49078187179, , , , , , , , , , , 0, 38276038, 138261, 11585701, 183738, 0
QUIT, 48, 450_25_100, 0, 462654739532, , , , , , , , , , , 0, 291164576, 1030486, 157804938, 1467925, 2
QUIT, 48, 50_25_100, 450000000, 52672552463, , , , , , , , , , , 0, 31030959, 114307, 18854734, 147829, 0
QUIT, 48, 450_100_100, 0, 638381449014, , , , , , , , , , , 0, 111610308, 406987, 337982705, 1349368, 2
QUIT, 48, 50_100_100, 450000000, 72812018895, , , , , , , , , , , 0, 11073663, 33024, 38893313, 154985, 0
QUIT, 1, 500_0_0, 0, 20235155793, , , , , , , , , , , 0, 499000000, 1000000, 0, 1000000, 2
QUIT, 1, 5_0_0, 500000000, 200959205, , , , , , , , , , , 0, 4990000, 10000, 0, 10000, 0
QUIT, 1, 500_1_100, 0, 27485072932, , , , , , , , , , , 0, 492389143, 1912604, 5698253, 1920071, 2
QUIT, 1, 5_1_100, 500000000, 263233477, , , , , , , , , , , 0, 4929383, 13356, 57261, 13425, 0
QUIT, 1, 500_5_100, 0, 39586060192, , , , , , , , , , , 0, 457273166, 1417441, 41309393, 1527917, 2
QUIT, 1, 5_5_100, 500000000, 319815315, , , , , , , , , , , 0, 4573718, 12992, 413290, 14116, 0
QUIT, 1, 500_25_100, 0, 88099193236, , , , , , , , , , , 0, 357683704, 1186395, 141129901, 1568109, 2
QUIT, 1, 5_25_100, 500000000, 513441912, , , , , , , , , , , 0, 3575502, 11863, 1412635, 15674, 0
QUIT, 1, 500_100_100, 0, 221281665217, , , , , , , , , , , 0, 131523597, 540090, 367936313, 1586911, 2
QUIT, 1, 5_100_100, 500000000, 1234324839, , , , , , , , , , , 0, 3850, 15, 4996135, 15272, 0
QUIT, 2, 500_0_0, 0, 32980949031, , , , , , , , , , , 0, 498111679, 998194, 890127, 998194, 2
QUIT, 2, 5_0_0, 500000000, 328561682, , , , , , , , , , , 0, 4981113, 9982, 8905, 9982, 0
QUIT, 2, 500_1_100, 0, 38627637762, , , , , , , , , , , 0, 490667408, 2665757, 6666835, 2673621, 2
QUIT, 2, 5_1_100, 500000000, 386609495, , , , , , , , , , , 0, 4919289, 13164, 67547, 13240, 0
QUIT, 2, 500_5_100, 0, 44847069173, , , , , , , , , , , 0, 456467886, 1660613, 41871501, 1784975, 2
QUIT, 2, 5_5_100, 500000000, 438871296, , , , , , , , , , , 0, 4565662, 12982, 421356, 14274, 0
QUIT, 2, 500_25_100, 0, 63481920859, , , , , , , , , , , 0, 357561121, 1223300, 141215579, 1638045, 2
QUIT, 2, 5_25_100, 500000000, 475955724, , , , , , , , , , , 0, 3572898, 11854, 1415248, 16296, 0
QUIT, 2, 500_100_100, 0, 133901377343, , , , , , , , , , , 0, 131538352, 553352, 367908296, 1606895, 2
QUIT, 2, 5_100_100, 500000000, 868193554, , , , , , , , , , , 0, 3866, 14, 4996120, 15286, 0
QUIT, 4, 500_0_0, 0, 231190622486, , , , , , , , , , , 0, 498898327, 998952, 102721, 998952, 2
