OPTIQL,1,500_0_0,33850793185,542663416738
OPTIQL,1,500_5_100,58937721649,525427525562
OPTIQL,1,500_25_100,121785518999,487623556514
OPTIQL,1,500_100_100,280536543877,454173379066
OPTIQL,2,500_0_0,30459849938,269915111100
OPTIQL,2,500_5_100,53615989533,265562630415
OPTIQL,2,500_25_100,82239258857,246521987321
OPTIQL,2,500_100_100,164138124101,228214823877
OPTIQL,4,500_0_0,162248247212,138179042558
OPTIQL,4,500_5_100,207058790155,133678464187
OPTIQL,4,500_25_100,148100876310,129550160453
OPTIQL,4,500_100_100,96476484460,120385942236
OPTIQL,8,500_0_0,220759142539,80305031874
OPTIQL,8,500_5_100,253468995895,79130154482
OPTIQL,8,500_25_100,203224442190,68041787254
OPTIQL,8,500_100_100,74325053465,64949690950
OPTIQL,16,500_0_0,256712417533,51275038666
OPTIQL,16,500_5_100,285100019835,50181791039
OPTIQL,16,500_25_100,234257842305,47092217182
OPTIQL,16,500_100_100,83398370284,45745558595
OPTIQL,32,500_0_0,334735803266,38884760265
OPTIQL,32,500_5_100,348975919381,39522542547
OPTIQL,32,500_25_100,283927821808,39340402369
OPTIQL,32,500_100_100,90967532511,37639171274
OPTIQL,48,500_0_0,395997331984,38754129623
OPTIQL,48,500_5_100,391351240115,38833166023
OPTIQL,48,500_25_100,317926197102,39212741086
OPTIQL,48,500_100_100,93649619176,36856674861
SIMPLE,1,500_0_0,33306354736,381901620583
SIMPLE,1,500_5_100,54074331609,381361395003
SIMPLE,1,500_25_100,104174876776,366446222557
SIMPLE,1,500_100_100,239216217208,337760544681
SIMPLE,2,500_0_0,32670167847,199508439591
SIMPLE,2,500_5_100,44140001173,198336306197
SIMPLE,2,500_25_100,68680660374,191240169494
SIMPLE,2,500_100_100,142217687177,177739275005
SIMPLE,4,500_0_0,110553781165,110314539099
SIMPLE,4,500_5_100,139148998717,138976189294
SIMPLE,4,500_25_100,155075143746,132902679933
SIMPLE,4,500_100_100,110609030204,107777698667
SIMPLE,8,500_0_0,196721772381,99606096977
SIMPLE,8,500_5_100,189113592985,75552168450
SIMPLE,8,500_25_100,228631958197,101809542291
SIMPLE,8,500_100_100,106166293162,73068013878
SIMPLE,16,500_0_0,317065698986,89585640540
SIMPLE,16,500_5_100,283854643901,55761348376
SIMPLE,16,500_25_100,261147235461,61881889357
SIMPLE,16,500_100_100,155724476497,84868686988
SIMPLE,32,500_0_0,337636924145,57722098956
SIMPLE,32,500_5_100,366194228084,59359128473
SIMPLE,32,500_25_100,338508686734,58341832024
SIMPLE,32,500_100_100,173499826524,60340922997
SIMPLE,48,500_0_0,455047775617,60537816716
SIMPLE,48,500_5_100,464050578454,62351991634
SIMPLE,48,500_25_100,433005332670,63599155031
SIMPLE,48,500_100_100,253609663215,64750978869
TAIL,1,500_0_0,17807256907,381895926215
TAIL,1,500_5_100,53972252115,380380479023
TAIL,1,500_25_100,108991413679,367153914164
TAIL,1,500_100_100,235973990877,339078722464
TAIL,2,500_0_0,28428172546,199495626027
TAIL,2,500_5_100,48407975509,198287350663
TAIL,2,500_25_100,73535692507,192194832375
TAIL,2,500_100_100,140204724731,178474685639
TAIL,4,500_0_0,197454668634,115642900117
TAIL,4,500_5_100,149651552908,107875815561
TAIL,4,500_25_100,131864553283,111492579489
TAIL,4,500_100_100,113216103382,106721274036
TAIL,8,500_0_0,281395964796,74772621294
TAIL,8,500_5_100,246043154930,68003822664
TAIL,8,500_25_100,243008064026,74641472292
TAIL,8,500_100_100,163085738283,67231173918
TAIL,16,500_0_0,297156659678,61329282943
TAIL,16,500_5_100,353686028038,56929930401
TAIL,16,500_25_100,275062521999,59192410884
TAIL,16,500_100_100,224926663924,57817014100
TAIL,32,500_0_0,471829943452,61293460483
TAIL,32,500_5_100,451016626382,56651409496
TAIL,32,500_25_100,339935910207,61186248302
TAIL,32,500_100_100,325853774936,58305839266
TAIL,48,500_0_0,608816706850,63392691679
TAIL,48,500_5_100,537830941674,62482910860
TAIL,48,500_25_100,444117452400,64557266048
TAIL,48,500_100_100,446994304637,63618181572
QUIT,1,500_0_0,19432490478,344660265233
QUIT,1,500_5_100,43069362008,362584681027
QUIT,1,500_25_100,101052097332,360153352569
QUIT,1,500_100_100,237642191228,345075618288
QUIT,2,500_0_0,32483144393,180758608030
QUIT,2,500_5_100,40637257902,188886382423
QUIT,2,500_25_100,66538001336,188199827008
QUIT,2,500_100_100,141814278717,181235336101
QUIT,4,500_0_0,157305281673,105522090314
QUIT,4,500_5_100,175913358261,105856118211
QUIT,4,500_25_100,188719700566,105652502128
QUIT,4,500_100_100,135622488294,99841461881
QUIT,8,500_0_0,215500224608,74208918959
QUIT,8,500_5_100,242515739209,72558638784
QUIT,8,500_25_100,230232342367,74561980551
QUIT,8,500_100_100,221549970355,70232440167
QUIT,16,500_0_0,257100990212,59454195646
QUIT,16,500_5_100,280784081102,59358425070
QUIT,16,500_25_100,280350783116,59077463485
QUIT,16,500_100_100,288055589231,60026865955
QUIT,32,500_0_0,353343363595,58849306172
QUIT,32,500_5_100,453845581781,57494866808
QUIT,32,500_25_100,397162603033,59679635697
QUIT,32,500_100_100,365367444390,57629132661
QUIT,48,500_0_0,474633746520,65373179264
QUIT,48,500_5_100,608818399766,63655009552
QUIT,48,500_25_100,531057604039,64387165055
QUIT,48,500_100_100,484152049593,64396624612
