SIMPLE, 1, 5_0_0, 0, 342117289, , , , , , , , , , , 0,
SIMPLE, 1, 5_0_0, 0, 340713585, , , , , , , , , , , 0,
SIMPLE, 1, 5_0_0, 0, 341508059, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_1, 0, 411671746, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_1, 0, 416810676, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_1, 0, 410127893, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_3, 0, 401717920, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_3, 0, 397238513, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_3, 0, 397571300, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_5, 0, 411976818, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_5, 0, 410906166, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_5, 0, 411105628, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_10, 0, 407305391, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_10, 0, 410643650, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_10, 0, 410206557, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_25, 0, 409219501, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_25, 0, 410240539, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_25, 0, 434097488, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_50, 0, 439591312, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_50, 0, 419313702, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_50, 0, 422167077, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_100, 0, 414224969, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_100, 0, 420118279, , , , , , , , , , , 0,
SIMPLE, 1, 5_1_100, 0, 408356378, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_1, 0, 399661072, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_1, 0, 398876910, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_1, 0, 398300406, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_3, 0, 414272069, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_3, 0, 427692212, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_3, 0, 431233069, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_5, 0, 424252066, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_5, 0, 426536619, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_5, 0, 422005903, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_10, 0, 421884209, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_10, 0, 420508231, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_10, 0, 421465424, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_25, 0, 422864187, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_25, 0, 425416440, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_25, 0, 430596294, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_50, 0, 441619771, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_50, 0, 426200813, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_50, 0, 428077119, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_100, 0, 432142220, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_100, 0, 433517480, , , , , , , , , , , 0,
SIMPLE, 1, 5_3_100, 0, 429741137, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_1, 0, 418940447, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_1, 0, 419317580, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_1, 0, 428508627, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_3, 0, 435983054, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_3, 0, 423364831, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_3, 0, 431439310, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_5, 0, 423414295, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_5, 0, 424547104, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_5, 0, 424133512, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_10, 0, 433232440, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_10, 0, 436259016, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_10, 0, 435504690, , , , , , , , , , , 0,
SIMPLE, 1, 5_5_25, 0, 431884097, , , , , , , , , , , 0,
