SIMPLE, 1, 5_0_0, 0, 369976957, , , , , , , , , , , 0,
SIMPLE, 1, 5_0_0, 0, 339908103, , , , , , , , , , , 0, 
SIMPLE, 1, 5_0_0, 0, 339221447, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_1, 0, 396630896, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_1, 0, 395372028, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_1, 0, 394746980, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_3, 0, 376720830, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_3, 0, 377767739, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_3, 0, 375449979, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_5, 0, 390707421, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_5, 0, 389747293, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_5, 0, 401249558, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_10, 0, 387628489, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_10, 0, 390330087, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_10, 0, 390603033, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_25, 0, 390840159, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_25, 0, 389269690, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_25, 0, 390858963, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_50, 0, 390833226, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_50, 0, 391344478, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_50, 0, 389543558, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_100, 0, 447497270, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_100, 0, 396287343, , , , , , , , , , , 0, 
SIMPLE, 1, 5_1_100, 0, 394561069, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_1, 0, 381732795, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_1, 0, 390194423, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_1, 0, 378172987, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_3, 0, 398697291, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_3, 0, 402993956, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_3, 0, 400295423, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_5, 0, 401405887, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_5, 0, 403988272, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_5, 0, 408386512, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_10, 0, 400062692, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_10, 0, 403787687, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_10, 0, 403759498, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_25, 0, 410816346, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_25, 0, 425649103, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_25, 0, 411388849, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_50, 0, 399513563, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_50, 0, 402259227, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_50, 0, 408943539, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_100, 0, 410521342, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_100, 0, 405902061, , , , , , , , , , , 0, 
SIMPLE, 1, 5_3_100, 0, 402454643, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_1, 0, 404204165, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_1, 0, 407185689, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_1, 0, 413855538, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_3, 0, 404250207, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_3, 0, 406160890, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_3, 0, 414423138, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_5, 0, 414191759, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_5, 0, 421787593, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_5, 0, 413009509, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_10, 0, 416496939, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_10, 0, 418988810, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_10, 0, 419096281, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_25, 0, 417856309, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_25, 0, 424108203, , , , , , , , , , , 0, 
SIMPLE, 1, 5_5_25, 0, 422410124, , , , , , , , , , , 0, 
